target,subject
1,ADV: Search Engine Placement
0,Re: Storing passwords
0,"Canadians are knockin' boots less, or just not getting any"
0,Re: [ILUG] CORRECTION - How to copy some files
0,Re: [SAtalk]
0,Re: Hanson's Sept 11 message in the National Review
1,Does Financial Freedom Interest You?
0,Re: [SAtalk] My SA went crazy.
0,[ILUG] PCTel modules
0,A message for our times
1,Did I give you the money yet? DLRA
1,you can watch me
1,The TBA Doctor Walks the Walk on Diabetes
1,compare mortgage rate YLON
1,Wanna see me get fisted?
1,FW: Make Money Fast And Legal! As Seen on TV! 65000$+
1,<---- FREAK ME ---->
0,Google Domain Suffix Census
0,JOTD: Sean Connery three times a night.
0,Al-Qaida suspected in tanker blast
0,[use Perl] Headlines for 2002-08-28
0,Re: Ximian apt repos?
0,Re: [ILUG] relating data from 2 ascii files ?
0,Re: new bugs
0,Re: New Sequences Window
0,Re: traceback in new exmh
1,"Free Software! Games, Movie, Mp3, more free now!!! blwe"
1,"ADV: Great Casino, Great Payouts, Great Fun from your own home! 559928"
1,May I have a moment of your Time PLEASE
0,"Re: ""Ouch. Ouch. Ouch. Ouch. Ouch....""(was"
0,Do you have a handlebar moustache? Then the Handlebar Club is the club for you
0,Re: [ILUG] Backup solutions
0,Why marching is crucial
0,[ILUG] Mutt reply hooks
0,"Re: advice on 7.3.92 to 7.3.93, and Apt compiling (oh joy)"
0,[use Perl] Stories for 2002-09-18
1,FREE ORIGINAL STAR WARS CARS
1,NORTON SYSTEMWORKS CLEARANCE SALE! 9850
1,Start Your Private Photo Album Online! 13.200
1,"Invite: Content Management Summit, Oct. 10th New York City"
0,Re: problems with apt update
0,Re[2]: Java is for kiddies
0,"John Robb has an interesting perspective on trust-based, targetted advertis"
0,apt-get http fails
0,[Razor-users] Fire.cloudmark.com is having issues
1,re. 6.29% Fixed Rate - Free Instant Quote 30127
1,A CRY FOR HELP
0,Re: spam maps
1,Free Prospects...by the millions!
0,Hooters Air concept crashes and burns
1,[ILUG-Social] my webcam is on babe!
0,Re: [Baseline] Raising chickens the high-tech way
1,[WM] HOT BUISNESS OPPORTUNITY WANT TO MAKE MONEY?
0,RE: [ILUG] Newbie seeks advice - Suse 7.2
0,Re: [Baseline] Raising chickens the high-tech way
1,Jump start desire in both men and women 7893vBvF1-278ZKCc8-17
0,Maps
0,Re: [SAtalk] CONFIDENTIAL
0,"Re: About apt, kernel updates and dist-upgrade"
0,Re: [Baseline] Raising chickens the high-tech way
0,[use Perl] Stories for 2002-09-26
1,You can gain from lowest interest rates in 30 years
0,Re: Asteroids anyone ?
0,Re: My brain hurts
0,Re[2]: Selling Wedded Bliss (was
1,DON'T LET A COMPUTER VIRUS RUIN YOUR DAY 32448
0,Quickly
0,Re: RH 8 no DMA for DVD drive
1,REQUEST FOR ASSISTANCE
0,RE: [ILUG] eircom mail
0,Re: Computational Recreations
0,Re: [ILUG] mini-itx
0,Perens Backs Out of Stunt
0,Origins of Software Engineering
0,Tryst of Fate
1,"Increase Sales, Accept Credit Cards! [6fqtt]"
0,Re: the underground software vulnerability marketplace and its hazards (fwd)
0,P2P slogans for EFF
0,[ILUG] Damian Conway in Belfast...
0,Brown accused of backtracking on regional museums
0,[use Perl] Stories for 2002-08-15
0,Re: Signers weren't angry young men (was: Java is for kiddies)
0,Mac OS X browsers
0,Blog de jeanpoole interviews Mark
1,Best Long Distance On the Net - 3.9 Cents With No Monthly Fees
0,[zzzzteana]
0,RE: [Razor-users] Reducing impact from tons of email
0,Re: Ringing bell on other computer
0,RE: [ILUG] slashdot EW Dijkstra humor
0,Re: Linking message [was:
0,RE: [Webdev] PHP/MySQL Virtual Hosting Recommendations?
0,Re: [SAdev] SpamAssassin POP3 proxy
0,Sheila Lennon was interviewed for the Times piece.
1,First Time Generic V*agra under $3 per 50mg
0,Re: NYTimes.com
0,Wedding music
0,"kitty wants to play ""eat your head"""
0,Re: From salon.com - Forbidden thoughts about 9/11
0,Re: Forged whitelist spam
0,A Line in the Sand
0,[Spambayes] Deployment
1,Re: Super CHARGE your desktop or laptop today! 17639
1,This one will make you money 9/20/02 11:34:52 PM
1,[ILUG] Guaranteed to lose 10-12 lbs in 30 days 10.206
0,[ILUG] NFS slowness with SuSE 8.1
0,Re: [SAdev] GA-assigned SPAM_PHRASE_55_XX score
1,[SA] Nice web page templates here. Check it out!
0,Re: DataPower announces XML-in-silicon
0,Re: [ILUG] How to copy some files
0,Physics auction nets half-mil for Einstein
0,Re: [Razor-users] dot-tk registrations hitting Razor
0,Re: Ximian apt repos?
0,[ILUG] cups question
1,"Phentermine,Xenical,Viagra"
0,Re: [SAdev] SpamAssassin v2.40 released (finally)!
0,Re: [SAtalk]
1,Greetings from Calif!
1,Do you owe money? [ovn610]
1,=?GBK?B?U3VuZnJvbSBsaWdodGluZyDE+rXEwvrS4srHztLDx9e3x/O1xMS/seo=?=
1,"Testing a system, please delete"
0,Aaron
0,Re: [NYT] Real Source
0,Re: [ILUG] [OT] GPL & PHP Question
0,Re: [ILUG-Social] Online Bookstores
1,xxx site passwords 432114108765443333222222
0,New light on a lost world of shattered icons
0,Re: Internet saturation (but not in Iceland)
1,Best product for 2002
0,Re: [ILUG]
0,[SAtalk]
0,Re: [SAtalk] test
0,Re: USA USA WE ARE NUMBER ....six.
0,[SACVS]
0,Re: [Razor-users] Razor v2 effectiveness stats - HTML table - Take 2
0,RE: [ILUG] VPN implementation
1,good mtv wmE239PgyETfr9P4nvyEWKJCEkWH
0,quality subversion
0,Re: NYTimes.com
1,"Outstanding Opportunities for ""Premier Producers"""
0,[use Perl] Stories for 2002-08-27
1,Telecom Consolidation Begins to Accelerate................... hrlb
1,Blue horseshoe meet me
0,Re: Xine Dependencies
1,Relief for all skin disorders
1,Valuable Business Information Of China
0,Re: [SAtalk] Bayesian and bogofilter
1,Attn: NORTON SYSTEMWORKS 2002 CLEARANCE SALE! VOJTGT
1,Judicial Judgements-Child Support BGS
0,RE: liberal defnitions
0,Re: Apt problems
1,Make a Fortune On eBay 24772
0,RE: [zzzzteana]
0,Buy? (was
0,Re: [SAtalk] False Positive of the Week
1,Immediate Reply Needed
0,Re: [ILUG] slashdot EW Dijkstra humor
0,Police pay damages to journalist
1,"Dear Sirs, We know your esteemed company in beach towels from Internet, and pleased to introduce us as a leading producer of high quality 100% cotton velour printed towels in China, we sincerely hope to establish a long-term business relationship with your esteemed company in this field. Our major items are 100% cotton full printed velour towels of the following sizes and weights with a annual production capacity of one million dozens: Disney"
0,[ILUG] nmap results
1,"Online Credit Repair,Approved by Bureaus! 24625"
0,Re: [Razor-users] Razor 2.14 - the day after
1,"Incredible $1,000 COMMISSION per Single $0 down SALE! [ztpxx] DID YOU MAKE $5,000 LAST MONTH? IF NOT, YOU NEED TO JOIN US TODAY! ========================================= This is the REAL DEAL!! Do not delete! Read entire message. This is NOT ""pie in the sky""!! This is NOT MLM!! It's better than MLM!! This is a REAL legitimate business with REAL legitimate products, REAL legitimate income and HUGE residuals. ========================================= Market the hottest consumer savings package in America today and earn up to $1,000 each and every time someone joins for $0 DOWN! Imagine being plugged into a proven system that puts your entire business on auto-pilot and have you earning $3,000 every week! IT'S TRUE! You can be in business for $0 DOWN! And you can easily make $3,000 your very first week... and we'll show you how! Your business will literally explode overnight when you join our team and plug into our exclusive marketing system! For more INFO send an e-mail to: mailto:tim1me2@n2mail.com with <Send-Info> in the subject line. * $0 DOWN ! * 100% FINANCING - 100% CASH MACHINE * EVERYBODY IS A PROSPECT - 98% APPROVED * EARN $1,000 ON EVERY A THROUGH F CREDIT SALE! * EARN $1,000 ON EACH AND EVERY SALE TO INFINITY! We provide you with all the tools and the absolute BEST marketing system available on the web, all resources you will every need - even full tech support!. The only thing you need to do is join our team and plug into our proven system for success today! For more INFO send an e-mail to: mailto:tim1me2@n2mail.com with <Send-Info> in the subject line. ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
1,FW:
1,Let me know what you think!32482
1,Your approval is needed
0,"Re: Quick, Outlaw Touching"
1,"Reach millions on the internet!! Dear Consumers, Increase your Business Sales! How?? By targeting millions of buyers via e-mail !! 15 MILLION EMAILS + Bulk Mailing Software For Only $100.00 super low price! ACT NOW !!! Our Fresh Addresses Will Bring You Incredible Results! If you REALLY want to get the word out regarding your services or products, Bulk Email is the BEST way to do so, PERIOD! Advertising in newsgroups is good but you're competing with hundreds even THOUSANDS of other ads. Will your customer's see YOUR ad in the midst of all the others? Free Classifieds? (Don't work) Web Site? (Takes thousands of visitors) Banners? (Expensive and iffy) E-Zine? (They better have a huge list) Search Engines? (Easily buried with thousands of others) Bulk Email will allow you to DIRECTLY contact your potential customers. They are much more likely to take the time to read about what you have to offer if it was as easy as reading it via email rather than searching through countless postings in newsgroups. The list's are divided into groups and are compressed. This will allow you to use the names right off the cd. ORDER IN THE NEXT 72 hours AND RECEIVE 4 BONUSES!! *BONUS #1 Receive an additional cd-rom with millions of fresh, deliverable general internet e-mail addresses free!! *BONUS #2 Receive 2000 how to books, reports and manuals on cd-rom with reprint resale rights! Produce for pennies and resell for BIG dollars! *BONUS #3 Receive the Mass Mailer bulk delivery software, with full operating instructions. This software will get the mail out QUICK! *BONUS #4 Receive the Informational Guide to bulk e-mail. This guide will give you all the information you need to get started! THIS IS A ONE TIME PACKAGE DEAL WORTH HUNDREDS OF DOLLARS!! ACT NOW! THIS IS A LIMITED TIME OFFER! ORDER WHILE SUPPLIES LAST! RECEIVE THIS DREAM PACKAGE FOR THE UNBELIEVABLE LOW, LOW PRICE OF ONLY $100.00 ORDERING"
1,Turn $5 into $20k- ( Pay Pal ) vdbs
0,Re: f-rpm]
0,[Spambayes] Deployment
0,Our Dumb Pipeline
1,Weight Loss Secrets Of Doctors And Famous Stars!!.....
1,(no subject)
0,And yet more absurdity.
1,"$500,000 Life Policy $9.50 per month. vyw"
0,MC Escher in Lego
0,"Re: ""Ouch. Ouch. Ouch. Ouch. Ouch....""(was"
0,RE: Microsoft buys XDegress - more of a p2p/distributed data thing...
1,HIZLI & SINIRSIZ sex
1,ADV Oil and Gas Investment tgym
0,RE: [ILUG] redhat kickstart
0,Re: [Baseline] Raising chickens the high-tech way
1,Re: Education Opportunity we spoke about GF
1,Today's
1,The database that Bill Gates doesnt want you to know about!!!!!
0,Re: [ILUG] mirroring on a running system
1,New Internet Service Provider
1,Auto Protection
0,'Flipping' Goldman fingered
0,Re: [ILUG] C++ and C Mailing Lists for Beginners and Advanced
1,FREE ORIGINAL STAR WARS CARS
0,Re: dumb question: X client behind a firewall?
0,Re: [ILUG] cups question
0,Re: Pics and thanks
0,Iraq invasion a 'hair-trigger' away
0,Re: Re[2]: Al'Qaeda's fantasy ideology: Policy Review no. 114
0,Re: [VoID] a new low on the personals tip...
0,Re: [SAtalk]
1,"Attn: PROTECT YOUR COMPUTER,YOU NEED SYSTEMWORKS2002! 19806"
0,Dawn raids stoke fires of resentment
0,Re: [SAtalk] need to restart mass-checks (was:
0,I was such an ugly baby...
0,The GOv gets tough on Net Users.....er Pirates..
0,RE: [ILUG] bind + lex + yacc...
0,Re: ALSA Problem with Null kernel
0,Papon release prompts healthy scepticism
0,Re: [ILUG] Strange ssh problem
1,Urgent Business
1,Term Insurance Is Out
0,Re: New testing packages
0,Sun Nabs Storage Startup - buys Pirus Networks
0,Re: Sorting
1,There is a Genuine Log Home in YOUR Future...
1,Lowest Mortgage Rates Around
0,Re: [Razor-users] log problem
1,attached data that can be stored for future use on a given computer
0,Re: [SAdev]
0,[ILUG] hwclock
1,Cost-Effective MLM/Bizop Phone-Screened Leads
1,CAREER OPPORTUNITY. WORK FROM HOME
0,Re: Minor whoops with glimpse support
0,Kill Your Gods
0,[zzzzteana] US Army tests portable translator
1,The database that Bill Gates doesnt want you to know about!!!!!
0,Y! Finance RSS Feeds Off
1,CDR: Lose 28 Pounds In 10 Days 30201
1,Wow...what a program!
0,"Re: advice on 7.3.92 to 7.3.93, and Apt compiling"
0,Fwd:
0,Re: RedHat 8.0 and his own freetype
0,Re: [SAdev] testing with less rules
1,EASY CREDIT REPAIR SOFTWARE IS HERE!!! 11781
1,[ILUG] STOP THE MLM INSANITY
0,ALSA (almost) made easy
0,Re: Limbo beta 2 ?
0,Re: central management
1,Re: Hi
1,HAWAI`I & ENENKIO KINGDOMS AMERICANS SHAME !
1,Welcome to the concept of RESIDUAL Income!
0,Re[2]: Selling Wedded Bliss (was
1,Get Out of Debt Fast 12244
0,RE: [ILUG] SUSE 8 disks? (thread changed slightly)
1,Stay at Home Business-24 hr Support!
1,The Hottest Business In America is Open..Everyone Welcome
0,Pluck and Luck
0,Re: [Razor-users] can't find Razor/Client.pm
1,Below Wholesale Prices on Name Brand Products
1,Septic tank care. (Free Trail)COKXWEJ
0,The Ozone Hole is getting smaller... But Leroy's Getting LARRRRRGER
1,"RE: Reduce Your Home Loan Payment $500 per Month, No Closing Costs nbd"
0,Re: alsa-driver.spec tweak for homemade kernels
0,Re: [ILUG] Seconds to date?
1,i know!!
1,Free Mortgage Quotes
0,RE: Mercedes-Benz G55
0,--Breaking News from The Evil Gerald--
0,[ILUG]
0,Re: [NYT] A Sudden Rush to Declare Bankruptcy is Expected
0,Bush orders Sharon to obey UN resolutions so US can gather support for breaking of UN resolutions to punish Saddam for breaking UN resolutions
0,Detective sends out Al Qaeda warning based on Onion story
0,Re: USA USA WE ARE NUMBER ....six.
0,Imap servers that support the MH folder/file standards
1,An Invitation to Advertise on Freightmart!
0,Re: apt 0.5.7 on RH 7.x
0,Re: Mplayer
1,"Fresh, Crisp Leads from Allmerica Financial"
0,[use Perl] Headlines for 2002-08-27
0,Re: USA USA WE ARE NUMBER ....six.
1,Rates Have Fallen Again! 6.29% Fixed Rate Mortgage 9879
0,Re: building as non-root / newbie question
1,"Friend, Act FAST! Getting a CREDIT CARD is as easy as 1,2,3!"
0,Re: [zzzzteana] Nothing like mama used to make
0,World Wide Words -- 20 Jul 02
0,[Spambayes] Ditching WordInfo
0,Re: Recommended Viewing
0,[Razor-users] The -lm 4 blues
0,Football players addicted to video football
0,Re: Asteroids anyone ?
1,Prescription Weight-Loss and Viagra 0753HhEu3-434-12 8172lhaj7-492oGRO-16
0,Phoenix Suns owner dons dreadlocks to help sell tickets
0,[SACVS]
1,Make $500 - $2500/Week on Ebay 3352
1,Legal identification
0,Jeremy
1,Blessing People
0,
1,"zzzz,Your HGH Request!"
1,[ILUG-Social] Mortgage Rates Are Down. isoxtjcn
0,Quick php advice needed :-)
0,Re: Wifi query
1,17 mln US Businesses on CD ++
0,"Lego harpsichord: A for Obsessiveness, F for Tunefulness"
0,Now we are 10
0,Re: [scoop] Scoop MS Word .doc file into something that plucker or other Palm app can display?
1,Save now
0,boycotting yahoo
1,Hosting from ?6.50 per month
1,Good or Bad Credit Merchant Account ayaxa
0,Re: sylpheed-claws
0,Words fail me
1,3D Motion Capture
1,hi
0,"Buy the Enron ""E"""
0,"Patients to get chemically ""sterilised"" blood"
0,Re: [SAdev] testing with less rules
1,Ink Prices Got You Down? SY
0,Australia declares world's largest marine reserve
1,=?big5?Q?=B4M=A7=E4=BE=F7=B7|?=
1,11th Convergence India 2003 exhibition & conference
0,[IIU] Printer cartiridges looking for a good home.
0,Re: The GOv gets tough on Net Users.....er Pirates..
0,RE: Slaughter in the Name of God
0,Re: K3B
0,Re: Apple Sauced...again
0,Re: Al'Qaeda's fantasy ideology: Policy Review no. 114
0,Please help a newbie compile mplayer :-)
1,"Online Doc, can give you a prescription."
1,your help
0,Re: http://apt.nixia.no/
1,ANTICAIPTING TO HEARING FROM YOU SOON.
1,(no subject)
0,RDF redux
1,"Your Membership Community & Commentary, 06-29-01"
0,RE: use of base image / delta image for automated recovery from attacks
0,
0,Re: [Spambayes] Current version
0,[Razor-users]
0,[SAdev] [Bug 828] spamassassin.org is unreliable
1,Are you LOSING? The answer would amaze you!
0,Randy Moss smokes ganja
0,Re: DBS Recommendations?
1,"yyyy,GROW YOUNG WITH HGH!"
0,[ILUG] Dermot Beirne/Dublin/IE/Exel is out of the office.
1,Introducing
0,"Re: dylsexics of the wrold, untie!"
0,[Razor-users] How to test razor
0,US use of lie detector tests criticized
0,RE: [ILUG] Linux Install
0,Re: [ILUG] tcpd
0,S&P QC
0,Harvest Moon
1,[ILUG-Social] urgent assistance
0,Re: SF Weekly's Ultimate SF Date lineup :-)
1,"Re: Advertise to 28,000,000 for FREE..."
0,Re: [Razor-users] What's wrong with the Razor servers now?
